@RELATION fixation_to_clicks_a

@ATTRIBUTE FPOGX REAL
@ATTRIBUTE FPOGY REAL 
@ATTRIBUTE FPOGS REAL
@ATTRIBUTE FPOGD REAL 
@ATTRIBUTE CS {0,1}

@DATA
0.24757,0.69869,119.04916,0.22141,0
0.24694,0.69819,119.04916,0.22812,0
0.2461,0.69872,119.04916,0.23474,0
0.24671,0.69857,119.04916,0.2417,0
0.24728,0.69844,119.04916,0.24823,0
0.24803,0.69627,119.04916,0.25479,0
0.24865,0.69392,119.04916,0.26154,0
0.24925,0.69168,119.04916,0.26825,0
0.24967,0.69011,119.04916,0.27493,0
0.25343,0.65782,119.04916,0.27493,0
0.26175,0.62541,119.04916,0.27493,0
0.25663,0.62925,119.04916,0.27493,0
0.26216,0.62613,119.33078,0.02097,0
0.26547,0.62426,119.33078,0.02667,0
0.26597,0.62222,119.33078,0.03354,0
0.26576,0.62343,119.33078,0.04007,0
0.26582,0.62566,119.33078,0.04684,0
0.26594,0.63042,119.33078,0.05325,0
0.26523,0.63399,119.33078,0.06024,0
0.26483,0.63787,119.33078,0.06686,0
0.26624,0.64148,119.33078,0.0737,0
0.26702,0.64354,119.33078,0.08011,0
0.26758,0.64455,119.33078,0.08701,0
0.26725,0.64692,119.33078,0.09357,0
0.26679,0.64765,119.33078,0.10022,0
0.26629,0.6477,119.33078,0.10696,0
0.26543,0.64711,119.33078,0.11356,0
0.26375,0.65087,119.33078,0.1203,0
0.26236,0.65471,119.33078,0.12646,0
0.25535,0.69042,119.33078,0.12646,0
0.23821,0.79151,119.33078,0.12646,0
0.23342,0.82735,119.33078,0.12646,0
0.2241,0.91369,119.33078,0.12646,0
0.22653,0.93265,119.33078,0.12646,0
0.22642,0.93715,119.33078,0.12646,0
0.22755,0.93466,119.48517,0.01978,0
0.22519,0.93383,119.48517,0.02652,0
0.22362,0.93328,119.48517,0.03317,0
0.22505,0.9349,119.48517,0.03986,0
0.22713,0.93582,119.48517,0.04657,0
0.22876,0.93654,119.48517,0.05331,0
0.23071,0.93582,119.48517,0.05994,0
0.23159,0.93462,119.48517,0.06644,0
0.23213,0.93316,119.48517,0.07303,0
0.23143,0.93243,119.48517,0.07983,0
0.22974,0.93223,119.48517,0.08722,0
0.22847,0.93242,119.48517,0.09354,0
0.22978,0.93151,119.48517,0.10019,0
0.23053,0.93139,119.48517,0.10684,0
0.2312,0.93128,119.48517,0.11362,0
0.23092,0.93135,119.48517,0.11978,0
0.22996,0.93127,119.48517,0.12668,0
0.22896,0.93094,119.48517,0.13348,0
0.22951,0.93024,119.48517,0.14001,0
0.22933,0.9298,119.48517,0.14676,0
0.22916,0.92939,119.48517,0.15344,0
0.22867,0.92882,119.48517,0.16019,0
0.22728,0.92839,119.48517,0.16687,0
0.226,0.92799,119.48517,0.1738,0
0.2267,0.92698,119.48517,0.18045,0
0.22692,0.92598,119.48517,0.18674,0
0.22712,0.92505,119.48517,0.19342,0
0.2268,0.92457,119.48517,0.20065,0
0.2278,0.92476,119.48517,0.20731,0
0.22875,0.92493,119.48517,0.21405,0
0.2282,0.92375,119.48517,0.22073,0
0.22796,0.92052,119.48517,0.22748,0
0.22774,0.91748,119.48517,0.2341,0
0.2267,0.88914,119.48517,0.2341,0
0.23344,0.85099,119.48517,0.2341,0
0.23568,0.83827,119.48517,0.2341,0
0.23414,0.83295,119.72568,0.02039,0
0.23281,0.82914,119.72568,0.02686,0
0.23193,0.8266,119.72568,0.03326,0
0.23161,0.82529,119.72568,0.04037,0
0.22992,0.82729,119.72568,0.05121,0
0.22889,0.82963,119.72568,0.05698,0
0.22731,0.83248,119.72568,0.06506,0
0.22605,0.8358,119.72568,0.07028,0
0.22499,0.83856,119.72568,0.0759,0
0.22463,0.83705,119.72568,0.08127,0
0.22534,0.8348,119.72568,0.08743,0
0.22596,0.83285,119.72568,0.09387,0
0.22547,0.83243,119.72568,0.10062,0
0.22654,0.83202,119.72568,0.10751,0
0.22762,0.83209,119.72568,0.11414,0
0.22936,0.83243,119.72568,0.12079,0
0.23094,0.83274,119.72568,0.12753,0
0.23237,0.83303,119.72568,0.13431,0
0.23384,0.8329,119.72568,0.14072,0
0.23502,0.83289,119.72568,0.14771,0
0.23602,0.83257,119.72568,0.15649,0
0.23619,0.83223,119.72568,0.16202,0
0.23618,0.831,119.72568,0.172,0
0.23609,0.82958,119.72568,0.17841,0
0.23576,0.82853,119.72568,0.18405,0
0.23554,0.82753,119.72568,0.189,0
0.23533,0.8266,119.72568,0.19452,0
0.23501,0.82534,119.72568,0.2012,0
0.23444,0.82426,119.72568,0.2081,0
0.2339,0.82324,119.72568,0.21426,0
0.23436,0.82355,119.72568,0.22107,0
0.23482,0.82382,119.72568,0.22797,0
0.23532,0.82427,119.72568,0.23453,0
0.23591,0.82404,119.72568,0.24136,0
0.23653,0.82404,119.72568,0.24805,0
0.23716,0.82424,119.72568,0.25479,0
0.2376,0.82413,119.72568,0.26401,0
0.23796,0.82378,119.72568,0.26993,0
0.23824,0.82326,119.72568,0.27637,0
0.2383,0.82261,119.72568,0.28159,0
0.23846,0.82164,119.72568,0.28903,0
0.23861,0.82071,119.72568,0.29495,0
0.23919,0.82106,119.72568,0.30182,0
0.23918,0.82142,119.72568,0.30817,0
0.23917,0.82177,119.72568,0.31476,0
0.2393,0.82034,119.72568,0.32156,0
0.23936,0.82036,119.72568,0.32843,0
0.23937,0.82021,119.72568,0.33508,0
0.2393,0.81966,119.72568,0.34174,0
0.2394,0.81949,119.72568,0.34836,0
0.23949,0.81931,119.72568,0.35526,0
0.23984,0.81883,119.72568,0.36172,0
0.23978,0.81761,119.72568,0.37064,0
0.23966,0.81624,119.72568,0.37537,0
0.23975,0.81483,119.72568,0.3819,0
0.23976,0.81289,119.72568,0.38904,0
0.23978,0.81095,119.72568,0.39536,0
0.24008,0.81034,119.72568,0.40198,0
0.24017,0.81026,119.72568,0.40854,0
0.24031,0.81035,119.72568,0.41483,0
0.24037,0.81007,119.72568,0.42221,0
0.23999,0.80995,119.72568,0.42899,0
0.23956,0.80968,119.72568,0.43524,0
0.23828,0.80941,119.72568,0.44211,0
0.23716,0.80903,119.72568,0.44916,0
0.23599,0.80849,119.72568,0.45581,0
0.23512,0.80713,119.72568,0.46252,0
0.23439,0.80583,119.72568,0.46921,0
0.23371,0.80469,119.72568,0.47589,0
0.23343,0.80385,119.72568,0.48233,0
0.23324,0.80339,119.72568,0.48932,0
0.23311,0.80309,119.72568,0.49594,0
0.23334,0.80309,119.72568,0.50262,0
0.23354,0.803,119.72568,0.50888,0
0.23378,0.80308,119.72568,0.51559,0
0.23425,0.80335,119.72568,0.52234,0
0.23499,0.80375,119.72568,0.52917,0
0.23578,0.80431,119.72568,0.53601,0
0.23584,0.80415,119.72568,0.54257,0
0.23581,0.8042,119.72568,0.54941,0
0.2357,0.80394,119.72568,0.55606,0
0.23556,0.80384,119.72568,0.56265,0
0.23617,0.80323,119.72568,0.56964,0
0.2367,0.80229,119.72568,0.57608,0
0.23627,0.80179,119.72568,0.58276,0
0.23581,0.80141,119.72568,0.58929,0
0.2354,0.80119,119.72568,0.59607,0
0.23529,0.80138,119.72568,0.60266,0
0.23507,0.80168,119.72568,0.60947,0
0.23485,0.80197,119.72568,0.6171,0
0.23424,0.80141,119.72568,0.62289,0
0.2343,0.80083,119.72568,0.62943,0
0.23435,0.80025,119.72568,0.63626,0
0.2344,0.79998,119.72568,0.64301,0
0.2346,0.79999,119.72568,0.64981,0
0.23485,0.80015,119.72568,0.65668,0
0.23603,0.79925,119.72568,0.66324,0
0.23715,0.79795,119.72568,0.66986,0
0.23828,0.79664,119.72568,0.67648,0
0.23898,0.7966,119.72568,0.68307,0
0.2402,0.79679,119.72568,0.69003,0
0.24142,0.79699,119.72568,0.70071,0
0.24242,0.79716,119.72568,0.70312,0
0.26691,0.7832,119.72568,0.70312,0
0.2702,0.76396,119.72568,0.70312,0
0.27049,0.76035,119.72568,0.70312,0
0.27053,0.76131,120.43549,0.02026,0
0.27055,0.76188,120.43549,0.02728,0
0.2688,0.76227,120.43549,0.03397,0
0.26591,0.7656,120.43549,0.04022,0
0.26374,0.7681,120.43549,0.04761,0
0.26121,0.77219,120.43549,0.0542,0
0.25897,0.77586,120.43549,0.06088,0
0.25714,0.77886,120.43549,0.06723,0
0.25479,0.78196,120.43549,0.07425,0
0.25198,0.78471,120.43549,0.08099,0
0.24975,0.78759,120.43549,0.08752,0
0.25095,0.78973,120.43549,0.09494,0
0.25192,0.79212,120.43549,0.10065,0
0.25278,0.79422,120.43549,0.10764,0
0.25279,0.79658,120.43549,0.11414,0
0.25236,0.79827,120.43549,0.12155,0
0.25185,0.79943,120.43549,0.1283,0
0.25078,0.80037,120.43549,0.13452,0
0.25018,0.79858,120.43549,0.14148,0
0.24963,0.79695,120.43549,0.14798,0
0.25054,0.79586,120.43549,0.15482,0
0.25364,0.79577,120.43549,0.16144,0
0.2565,0.7957,120.43549,0.16809,0
0.26353,0.79397,120.43549,0.17477,0
0.26963,0.79239,120.43549,0.18146,0
0.30724,0.78622,120.43549,0.18146,0
0.41734,0.76764,120.43549,0.18146,0
0.45713,0.76418,120.43549,0.18146,0
0.53362,0.75452,120.43549,0.18146,0
0.53045,0.76064,120.43549,0.18146,0
0.53064,0.76202,120.43549,0.18146,0
0.53073,0.7627,120.64368,0.01953,0
0.51801,0.76424,120.64368,0.02643,0
0.51081,0.76515,120.64368,0.03357,0
0.50566,0.76581,120.64368,0.04041,0
0.50332,0.76567,120.64368,0.04684,0
0.50203,0.7613,120.64368,0.05353,0
0.50099,0.7578,120.64368,0.06021,0
0.49927,0.75458,120.64368,0.06696,0
0.49856,0.75153,120.64368,0.07364,0
0.49795,0.74895,120.64368,0.0802,0
0.49728,0.74689,120.64368,0.08694,0
0.49696,0.74563,120.64368,0.09351,0
0.49668,0.74452,120.64368,0.10043,0
0.49721,0.74401,120.64368,0.10681,0
0.49781,0.74341,120.64368,0.11823,0
0.49833,0.74288,120.64368,0.12369,0
0.4992,0.74215,120.64368,0.12903,0
0.50033,0.74177,120.64368,0.13455,0
0.50136,0.74142,120.64368,0.14053,0
0.50158,0.74173,120.64368,0.14734,0
0.50068,0.74176,120.64368,0.15454,0
0.49984,0.74179,120.64368,0.1608,0
0.49938,0.74215,120.64368,0.16748,0
0.49902,0.74241,120.64368,0.1741,0
0.49869,0.74266,120.64368,0.18079,0
0.49882,0.74267,120.64368,0.18726,0
0.4999,0.74329,120.64368,0.19421,0
0.50091,0.74388,120.64368,0.20062,0
0.50169,0.74307,120.64368,0.20718,0
0.5028,0.74265,120.64368,0.21411,0
0.50385,0.74225,120.64368,0.22122,0
0.50513,0.74224,120.64368,0.22772,0
0.50645,0.74212,120.64368,0.23444,0
0.5077,0.742,120.64368,0.24246,0
0.5089,0.74199,120.64368,0.24765,0
0.51002,0.74171,120.64368,0.25424,0
0.53996,0.7386,120.64368,0.25424,0
0.54949,0.73336,120.64368,0.25424,0
0.53962,0.73362,120.64368,0.25424,0
0.53468,0.73375,120.90469,0.0202,0
0.53402,0.73206,120.90469,0.02652,0
0.53863,0.72936,120.90469,0.03342,0
0.54193,0.72743,120.90469,0.04041,0
0.54349,0.72667,120.90469,0.04666,0
0.54516,0.72608,120.90469,0.05365,0
0.54649,0.72561,120.90469,0.06049,0
0.54708,0.72548,120.90469,0.06686,0
0.54762,0.72637,120.90469,0.07352,0
0.54807,0.72712,120.90469,0.08032,0
0.54851,0.72738,120.90469,0.08691,0
0.54714,0.72784,120.90469,0.09372,0
0.54594,0.72824,120.90469,0.10037,0
0.54035,0.72955,120.90469,0.10751,0
0.53298,0.72933,120.90469,0.11432,0
0.52638,0.72914,120.90469,0.12082,0
0.51679,0.73163,120.90469,0.12766,0
0.47773,0.74067,120.90469,0.12766,0
0.39055,0.76538,120.90469,0.12766,0
0.33938,0.77502,120.90469,0.12766,0
0.26232,0.79067,120.90469,0.12766,0
0.25444,0.78915,120.90469,0.12766,0
0.25411,0.79323,120.90469,0.12766,0
0.25509,0.79517,121.05908,0.02005,0
0.25569,0.79634,121.05908,0.0267,0
0.25815,0.79632,121.05908,0.03442,0
0.26067,0.79731,121.05908,0.03967,0
0.26277,0.799,121.05908,0.04745,0
0.26102,0.80212,121.05908,0.05341,0
0.26361,0.80501,121.05908,0.05997,0
0.26589,0.80805,121.05908,0.06683,0
0.26471,0.81027,121.05908,0.07352,0
0.26421,0.81135,121.05908,0.08017,0
0.26379,0.81227,121.05908,0.0864,0
0.26297,0.81413,121.05908,0.09293,0
0.26377,0.81526,121.05908,0.10022,0
0.26437,0.81582,121.05908,0.10739,0
0.26485,0.81439,121.05908,0.11383,0
0.26459,0.81327,121.05908,0.12045,0
0.26426,0.81187,121.05908,0.12711,0
0.26394,0.80991,121.05908,0.13382,0
0.26336,0.80819,121.05908,0.14145,0
0.26283,0.80662,121.05908,0.14719,0
0.26213,0.80514,121.05908,0.1539,0
0.26094,0.8041,121.05908,0.16046,0
0.25984,0.80314,121.05908,0.16745,0
0.25851,0.80251,121.05908,0.17377,0
0.25748,0.8018,121.05908,0.18079,0
0.25651,0.80114,121.05908,0.18713,0
0.25648,0.80056,121.05908,0.194,0
0.25636,0.80018,121.05908,0.20074,0
0.25631,0.80007,121.05908,0.20718,0
0.25612,0.79982,121.05908,0.21399,0
0.25783,0.79932,121.05908,0.22086,0
0.25947,0.79908,121.05908,0.22726,0
0.2639,0.79414,121.05908,0.23398,0
0.28642,0.75448,121.05908,0.23398,0
0.37378,0.65487,121.05908,0.23398,0
0.41699,0.6013,121.05908,0.23398,0
0.48199,0.51145,121.05908,0.23398,0
0.48169,0.49818,121.05908,0.23398,0
0.48849,0.49197,121.05908,0.23398,0
0.49189,0.49407,121.32016,0.01978,0
0.49393,0.49534,121.32016,0.02692,0
0.49763,0.48941,121.32016,0.03354,0
0.5006,0.48239,121.32016,0.04089,0
0.50303,0.47544,121.32016,0.04688,0
0.50288,0.47192,121.32016,0.0535,0
0.50284,0.46909,121.32016,0.06009,0
0.50281,0.46678,121.32016,0.0668,0
0.50179,0.46595,121.32016,0.07355,0
0.50059,0.46528,121.32016,0.08026,0
0.49947,0.46563,121.32016,0.08685,0
0.49904,0.46587,121.32016,0.09357,0
0.49879,0.46816,121.32016,0.1037,0
0.49857,0.47019,121.32016,0.10907,0
0.49902,0.47079,121.32016,0.11649,0
0.49972,0.47091,121.32016,0.12173,0
0.50043,0.47038,121.32016,0.12726,0
0.50074,0.46983,121.32016,0.13394,0
0.50152,0.46916,121.32016,0.14038,0
0.50222,0.46854,121.32016,0.14792,0
0.50356,0.46872,121.32016,0.15378,0
0.50579,0.46937,121.32016,0.16068,0
0.50776,0.47045,121.32016,0.16718,0
0.50779,0.47322,121.32016,0.17389,0
0.50773,0.47599,121.32016,0.18076,0
0.50768,0.47856,121.32016,0.18759,0
0.50783,0.48067,121.32016,0.19397,0
0.50817,0.4821,121.32016,0.20074,0
0.52206,0.50424,121.32016,0.20074,0
0.51996,0.47803,121.32016,0.20074,0
0.5218,0.47732,121.32016,0.20074,0
0.52272,0.47697,121.52783,0.02084,0
0.52141,0.47607,121.52783,0.02661,0
0.52026,0.47909,121.52783,0.03336,0
0.51943,0.48125,121.52783,0.04047,0
0.52212,0.48824,121.52783,0.04678,0
0.52419,0.49208,121.52783,0.05319,0
0.52584,0.49515,121.52783,0.06012,0
0.5296,0.49605,121.52783,0.06662,0
0.53253,0.49801,121.52783,0.0737,0
0.53484,0.50057,121.52783,0.07996,0
0.53681,0.50366,121.52783,0.08691,0
0.53797,0.50609,121.52783,0.09354,0
0.53884,0.50897,121.52783,0.10013,0
0.53988,0.51111,121.52783,0.10715,0
0.53943,0.51383,121.52783,0.11389,0
0.53914,0.51563,121.52783,0.12418,0
0.5391,0.51574,121.52783,0.12906,0
0.53803,0.51617,121.52783,0.13486,0
0.53713,0.51601,121.52783,0.14035,0
0.53622,0.5154,121.52783,0.14682,0
0.53553,0.51465,121.52783,0.15411,0
0.53491,0.51395,121.52783,0.16083,0
0.53432,0.51369,121.52783,0.16748,0
0.53383,0.51357,121.52783,0.17413,0
0.53332,0.51389,121.52783,0.18076,0
0.53307,0.51435,121.52783,0.18735,0
0.53268,0.51515,121.52783,0.19424,0
0.53232,0.51591,121.52783,0.2009,0
0.53237,0.51621,121.52783,0.20752,0
0.53231,0.5164,121.52783,0.21677,0
0.53231,0.51623,121.52783,0.22217,0
0.53263,0.51547,121.52783,0.22775,0
0.53314,0.51491,121.52783,0.2363,0
0.53362,0.51438,121.52783,0.24115,0
0.53331,0.51422,121.52783,0.24786,0
0.53246,0.51428,121.52783,0.25433,0
0.53166,0.51433,121.52783,0.26099,0
0.52887,0.51352,121.52783,0.26779,0
0.52478,0.51292,121.52783,0.2746,0
0.49129,0.50315,121.52783,0.2746,0
0.41966,0.50188,121.52783,0.2746,0
0.40127,0.49682,121.52783,0.2746,0
0.35909,0.49564,121.52783,0.2746,0
0.35982,0.52246,121.52783,0.2746,0
0.35219,0.52971,121.52783,0.2746,0
0.34838,0.53334,121.82907,0.01996,0
0.34862,0.53394,121.82907,0.02701,0
0.34816,0.53602,121.82907,0.03378,0
0.34775,0.53578,121.82907,0.04269,0
0.34878,0.5323,121.82907,0.04785,0
0.35139,0.52951,121.82907,0.05441,0
0.35347,0.52729,121.82907,0.06039,0
0.35353,0.52643,121.82907,0.06726,0
0.35326,0.52549,121.82907,0.07385,0
0.35303,0.5247,121.82907,0.0806,0
0.35151,0.5252,121.82907,0.08707,0
0.35105,0.52493,121.82907,0.09375,0
0.35065,0.5247,121.82907,0.10071,0
0.3508,0.52437,121.82907,0.10718,0
0.35086,0.52408,121.82907,0.11374,0
0.35092,0.52381,121.82907,0.12045,0
0.35141,0.52334,121.82907,0.12714,0
0.35077,0.52295,121.82907,0.13651,0
0.35019,0.52259,121.82907,0.14169,0
0.35063,0.51432,121.82907,0.15125,0
0.34973,0.50541,121.82907,0.15607,0
0.34444,0.46742,121.82907,0.15607,0
0.35921,0.30489,121.82907,0.15607,0
0.36495,0.23982,121.82907,0.15607,0
0.3755,0.12705,121.82907,0.15607,0
0.36498,0.12732,121.82907,0.15607,0
0.35835,0.13306,121.82907,0.15607,0
0.35503,0.13594,122.0101,0.01993,0
0.35431,0.13385,122.0101,0.02658,0
0.3537,0.12669,122.0101,0.03333,0
0.35329,0.11869,122.0101,0.03995,0
0.35278,0.11322,122.0101,0.04678,0
0.35187,0.11031,122.0101,0.05328,0
0.35114,0.10798,122.0101,0.06018,0
0.35226,0.10375,122.0101,0.06821,0
0.35226,0.10193,122.0101,0.07428,0
0.35225,0.10193,122.0101,0.08002,0
0.35351,0.10225,122.0101,0.08688,0
0.35429,0.10424,122.0101,0.09387,0
0.35497,0.10599,122.0101,0.09973,0
0.35497,0.10618,122.0101,0.10724,0
0.35467,0.10541,122.0101,0.11401,0
0.3544,0.10472,122.0101,0.12079,0
0.3542,0.10493,122.0101,0.12759,0
0.35373,0.10591,122.0101,0.13416,0
0.35331,0.10681,122.0101,0.1409,0
0.35309,0.10669,122.0101,0.14752,0
0.35326,0.10525,122.0101,0.15375,0
0.35343,0.10311,122.0101,0.16028,0
0.3533,0.10119,122.0101,0.16693,0
0.35365,0.09989,122.0101,0.1734,0
0.35398,0.09868,122.0101,0.18054,0
0.35588,0.09936,122.0101,0.18796,0
0.35862,0.09855,122.0101,0.19455,0
0.36119,0.09779,122.0101,0.20132,0
0.36405,0.0973,122.0101,0.20795,0
0.38927,0.08111,122.0101,0.20795,0
0.41959,0.08249,122.0101,0.20795,0
0.43041,0.08278,122.0101,0.20795,0
0.43169,0.08516,122.2247,0.01999,0
0.43246,0.08659,122.2247,0.02658,0
0.43351,0.08859,122.2247,0.03329,0
0.43495,0.08984,122.2247,0.04034,0
0.43592,0.09319,122.2247,0.04669,0
0.43646,0.09754,122.2247,0.05341,0
0.43649,0.1031,122.2247,0.06018,0
0.43651,0.10765,122.2247,0.0668,0
0.43744,0.10906,122.2247,0.07309,0
0.43924,0.10881,122.2247,0.08008,0
0.44086,0.10721,122.2247,0.08658,0
0.44044,0.1063,122.2247,0.09363,0
0.4405,0.10708,122.2247,0.10001,0
0.44056,0.10777,122.2247,0.10703,0
0.44098,0.10748,122.2247,0.11389,0
0.43993,0.10721,122.2247,0.12042,0
0.43894,0.10793,122.2247,0.1272,0
0.43905,0.10914,122.2247,0.13455,0
0.43939,0.11103,122.2247,0.14059,0
0.4397,0.11276,122.2247,0.14728,0
0.43954,0.11331,122.2247,0.15384,0
0.43989,0.11316,122.2247,0.16052,0
0.44025,0.11227,122.2247,0.16724,0
0.44001,0.11097,122.2247,0.17389,0
0.43994,0.11015,122.2247,0.18039,0
0.43987,0.10939,122.2247,0.18738,0
0.43959,0.10859,122.2247,0.19492,0
0.43957,0.10775,122.2247,0.20044,0
0.43956,0.10697,122.2247,0.20721,0
0.43985,0.10597,122.2247,0.21393,0
0.4403,0.10511,122.2247,0.22134,0
0.44069,0.10486,122.2247,0.22751,0
0.44063,0.10488,122.2247,0.23413,0
0.44087,0.10558,122.2247,0.24097,0
0.44112,0.10564,122.2247,0.24756,0
0.44108,0.10491,122.2247,0.25397,0
0.44117,0.10324,122.2247,0.26068,0
0.44127,0.10118,122.2247,0.26743,0
0.44145,0.0998,122.2247,0.27417,0
0.44123,0.09897,122.2247,0.28033,0
0.44096,0.09914,122.2247,0.28745,0
0.44093,0.09947,122.2247,0.29419,0
0.441,0.10012,122.2247,0.30118,0
0.44106,0.10074,122.2247,0.30841,0
0.44117,0.10081,122.2247,0.3143,0
0.44236,0.101,122.2247,0.32074,0
0.44231,0.10071,122.2247,0.32819,0
0.4419,0.10054,122.2247,0.33487,0
0.44175,0.09999,122.2247,0.34131,0
0.44159,0.09945,122.2247,0.34824,0
0.44168,0.09895,122.2247,0.35495,0
0.44146,0.09842,122.2247,0.36163,0
0.44126,0.09749,122.2247,0.36838,0
0.44127,0.09648,122.2247,0.37494,0
0.44115,0.09494,122.2247,0.38162,0
0.44102,0.09341,122.2247,0.38818,0
0.43976,0.09305,122.2247,0.39505,0
0.43778,0.09304,122.2247,0.40176,0
0.43577,0.09343,122.2247,0.40906,0
0.43396,0.09352,122.2247,0.41504,0
0.4064,0.08652,122.2247,0.41504,0
0.38845,0.09068,122.2247,0.41504,0
0.37802,0.09569,122.2247,0.41504,0
0.37232,0.09621,122.64871,0.0177,0
0.36889,0.09652,122.64871,0.02472,0
0.36711,0.09704,122.64871,0.03122,0
0.36557,0.09501,122.64871,0.03799,0
0.36442,0.09349,122.64871,0.04465,0
0.36243,0.09405,122.64871,0.0513,0
0.36088,0.09466,122.64871,0.05792,0
0.35961,0.09694,122.64871,0.0647,0
0.35832,0.10053,122.64871,0.07138,0
0.35679,0.10567,122.64871,0.07785,0
0.35548,0.11008,122.64871,0.08469,0
0.35548,0.11261,122.64871,0.09332,0
0.35585,0.1099,122.64871,0.09839,0
0.35619,0.1063,122.64871,0.1095,0
0.35624,0.10421,122.64871,0.11508,0
0.35635,0.10233,122.64871,0.11917,0
0.35644,0.10064,122.64871,0.12479,0
0.35631,0.09965,122.64871,0.13181,0
0.35643,0.0989,122.64871,0.13791,0
0.35653,0.09822,122.64871,0.14478,0
0.35641,0.0981,122.64871,0.15182,0
0.3561,0.09833,122.64871,0.15848,0
0.35581,0.09855,122.64871,0.16522,0
0.35589,0.09759,122.64871,0.17197,0
0.35611,0.09682,122.64871,0.17853,0
0.35632,0.09611,122.64871,0.18484,0
0.35565,0.09593,122.64871,0.19153,0
0.35508,0.0964,122.64871,0.1987,0
0.35454,0.09684,122.64871,0.20667,0
0.35442,0.09648,122.64871,0.21207,0
0.35439,0.09625,122.64871,0.22021,0
0.35437,0.09604,122.64871,0.22516,0
0.3542,0.0962,122.64871,0.23196,0
0.35456,0.09642,122.64871,0.23886,0
0.3549,0.09663,122.64871,0.24545,0
0.35508,0.097,122.64871,0.25229,0
0.35553,0.09743,122.64871,0.25876,0
0.35595,0.09832,122.64871,0.26566,0
0.3556,0.09948,122.64871,0.27222,0
0.35531,0.1009,122.64871,0.27878,0
0.35503,0.10226,122.64871,0.28574,0
0.3549,0.10276,122.64871,0.29236,0
0.35527,0.10278,122.64871,0.29922,0
0.35562,0.10279,122.64871,0.30591,0
0.35506,0.10303,122.64871,0.3161,0
0.35312,0.10488,122.64871,0.3212,0
0.3486,0.13533,122.64871,0.3212,0
0.32314,0.13999,122.64871,0.3212,0
0.31601,0.13148,122.64871,0.3212,0
0.31245,0.12722,122.97443,0.02014,0
0.31029,0.129,122.97443,0.02716,0
0.30927,0.13297,122.97443,0.03345,0
0.30861,0.13866,122.97443,0.0401,0
0.30859,0.14212,122.97443,0.04688,0
0.30888,0.14372,122.97443,0.05377,0
0.30908,0.14297,122.97443,0.06036,0
0.30977,0.14124,122.97443,0.06741,0
0.31034,0.13794,122.97443,0.07373,1
0.31083,0.13514,122.97443,0.08038,0
0.31174,0.13423,122.97443,0.08698,0
0.31103,0.13622,122.97443,0.0939,0
0.3104,0.13796,122.97443,0.10068,0
0.30893,0.13731,122.97443,0.10739,0
0.30797,0.13664,122.97443,0.11511,0
0.3071,0.13605,122.97443,0.12082,0
0.3073,0.1372,122.97443,0.12732,0
0.30791,0.13686,122.97443,0.13382,0
0.30847,0.13748,122.97443,0.14041,0
0.30762,0.14167,122.97443,0.14755,0
0.30626,0.15095,122.97443,0.15408,0
0.2987,0.18586,122.97443,0.15408,0
0.2658,0.37054,122.97443,0.15408,0
0.26543,0.45312,122.97443,0.15408,0
0.25351,0.59338,122.97443,0.15408,0
0.23639,0.68182,122.97443,0.15408,0
0.23372,0.70683,122.97443,0.15408,0
0.22455,0.75845,122.97443,0.15408,0
0.23963,0.76368,122.97443,0.15408,0
0.23172,0.76807,122.97443,0.15408,0
0.22776,0.77026,123.17618,0.01968,0
0.2306,0.76978,123.17618,0.0271,0
0.23586,0.76886,123.17618,0.03296,0
0.23962,0.7682,123.17618,0.03949,0
0.24208,0.76813,123.17618,0.04626,0
0.24209,0.76689,123.17618,0.05313,0
0.24209,0.7659,123.17618,0.0603,0
0.23978,0.76332,123.17618,0.06659,0
0.2381,0.76268,123.17618,0.07336,0
0.23667,0.76215,123.17618,0.0795,0
0.2365,0.76133,123.17618,0.08621,0
0.2357,0.7605,123.17618,0.0932,0
0.23514,0.76032,123.17618,0.0997,0
0.23509,0.76164,123.17618,0.10641,0
0.23552,0.76295,123.17618,0.11307,0
0.23604,0.76456,123.17618,0.11926,0
0.23652,0.76639,123.17618,0.1264,0
0.23694,0.76758,123.17618,0.13324,0
0.23721,0.76829,123.17618,0.14017,0
0.23716,0.76869,123.17618,0.14658,0
0.23689,0.76948,123.17618,0.15344,0
0.23665,0.77021,123.17618,0.1604,0
0.23638,0.77111,123.17618,0.16711,0
0.23625,0.77198,123.17618,0.17383,0
0.23621,0.77307,123.17618,0.18045,0
0.23638,0.77361,123.17618,0.1871,0
0.23616,0.77473,123.17618,0.19379,0
0.23595,0.77577,123.17618,0.20038,0
0.23601,0.77643,123.17618,0.20697,0
0.23607,0.77705,123.17618,0.21362,0
0.23612,0.77763,123.17618,0.22095,0
0.2362,0.77812,123.17618,0.22766,0
0.23621,0.77883,123.17618,0.23431,0
0.23616,0.77929,123.17618,0.24054,0
0.23609,0.77958,123.17618,0.24744,0
0.23702,0.78246,123.17618,0.25452,0
0.24171,0.81295,123.17618,0.25452,0
0.23053,0.84071,123.17618,0.25452,0
0.23055,0.84775,123.17618,0.25452,0
0.23057,0.85126,123.43698,0.02002,0
0.22811,0.8541,123.43698,0.02682,0
0.22562,0.86165,123.43698,0.03363,0
0.22385,0.86705,123.43698,0.0401,0
0.2298,0.86959,123.43698,0.04675,0
0.23375,0.87165,123.43698,0.05347,0
