@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

fixation_to_clicks_a,3,10,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006698,0.056592,101.031576,100.08566,87.556582,90.361852,-2.805271,0.031203,0.032203,-0.001,-632.890052,-0.225549,-722.835497,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.431891,0.996654,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.431891,0.993467,?,0.996793,0.013,0.003,0.015625,0,15.625,0,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,4,1,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.00697,0.059606,100.393011,100.043045,95.744734,97.521829,-1.777095,0.034109,0.034742,-0.000633,-569.566901,-0.202909,-594.880652,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.479728,0.996518,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.479728,0.992982,?,0.996437,0.013,0.003,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,4,2,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.00702,0.059597,101.114642,100.027615,95.744734,98.181403,-2.436669,0.034109,0.034977,-0.000868,-619.423154,-0.220671,-646.95271,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.480211,0.995323,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.480211,0.991822,?,0.996437,0.013,0.003,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,4,3,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.006957,0.05956,100.209848,99.965085,95.744734,95.148479,0.596255,0.034109,0.033897,0.000212,-554.861865,-0.197671,-579.522068,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.598641,0.996878,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.598641,0.993356,?,0.996437,0.014,0.003,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,4,4,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.007006,0.059576,100.915322,99.992136,95.744734,95.999071,-0.254337,0.034109,0.0342,-0.000091,-565.118509,-0.201325,-590.234557,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.545978,0.996535,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.545978,0.99301,?,0.996437,0.013,0.002,0.015625,0,15.625,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,4,5,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25258,2807,2797,10,0,99.643748,0.356252,0,0,0.006988,0.059571,100.644663,99.983318,95.744734,94.333756,1.410978,0.034109,0.033607,0.000503,-540.86743,-0.192685,-564.905666,1,2797,1,10,0,0,0,0,0.996437,1,0.998216,?,0.643368,0.998205,0.996437,0.996437,0.003563,0.003563,?,0.996437,?,?,0.643368,0.994668,?,0.996437,0.013,0.005,0,0,0,0,2635,1744055,194936,99.643748,50,?
fixation_to_clicks_a,4,6,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006636,0.056505,100.105328,99.931644,87.556582,84.839435,2.717146,0.031203,0.030235,0.000968,-476.826261,-0.169931,-544.592139,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.721885,0.998825,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.721885,0.995647,?,0.996793,0.014,0.005,0.015625,0,15.625,0,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,4,7,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006703,0.05657,101.111424,100.045993,87.556582,88.429131,-0.87255,0.031203,0.031514,-0.000311,-605.350143,-0.215734,-691.381654,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.520439,0.997339,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.520439,0.994152,?,0.996793,0.014,0.005,0.015625,0,15.625,0,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,4,8,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006647,0.056507,100.271254,99.935281,87.556582,85.300566,2.256015,0.031203,0.030399,0.000804,-499.167142,-0.177893,-570.108074,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.683788,0.998253,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.683788,0.995083,?,0.996793,0.012,0.003,0,0.015625,0,15.625,2635,1744124,194867,99.679259,50,?
fixation_to_clicks_a,4,9,weka.classifiers.bayes.NaiveBayes,'',5995231201785697655,20230910.0033,25259,2806,2797,9,0,99.679259,0.320741,0,0,0.006726,0.056569,101.4639,100.045607,87.556582,88.377338,-0.820757,0.031203,0.031496,-0.000293,-619.363001,-0.220728,-707.386,1,2797,1,9,0,0,0,0,0.996793,1,0.998394,?,0.518691,0.997531,0.996793,0.996793,0.003207,0.003207,?,0.996793,?,?,0.518691,0.994342,?,0.996793,0.012,0.003,0,0,0,0,2635,1744124,194867,99.679259,50,?
